model,fit_seconds,threshold,accuracy,precision_label1,recall_label1,f1_label1,macro_f1,weighted_f1,auc,pr_auc,loss,confusion_matrix,oracle_threshold_test_only,oracle_f1_label1_test_only
extratrees,5.351849317550659,0.46975757575757576,0.996868497929846,0.9975206808591794,0.9953850179603683,0.9964517050866831,0.9968246864722489,0.99686814518059,0.9998854286629846,0.9998497171318496,0.01266701817764053,"[[53021, 104], [194, 41843]]",0.43447474747474746,0.9966086366719421
