model,fit_seconds,threshold,accuracy,precision_label1,recall_label1,f1_label1,macro_f1,weighted_f1,auc,pr_auc,loss,confusion_matrix,oracle_threshold_test_only,oracle_f1_label1_test_only
lgbm,25.921456575393677,0.226,0.9983081482104201,0.9980494766888678,0.9981207031900469,0.9980850886687204,0.9982848758825451,0.9983081545087497,0.9999799007317084,0.9999758235344925,0.005218417740424911,"[[53043, 82], [79, 41958]]",0.20500000000000002,0.9980970051618735
