model,fit_seconds,threshold,accuracy,precision_label1,recall_label1,f1_label1,macro_f1,weighted_f1,auc,pr_auc,loss,confusion_matrix,oracle_threshold_test_only,oracle_f1_label1_test_only
lgbm,64.04862570762634,0.434,0.99981954800384,0.9996438887350136,0.9998614821410904,0.9997526735984013,0.9998053144754638,0.9998195521834665,0.9999981811776457,0.9999967433044766,0.0012027483638359007,"[[87988, 18], [7, 50528]]",0.033,0.9997625877930557
