model,fit_seconds,threshold,accuracy,precision_label1,recall_label1,f1_label1,macro_f1,weighted_f1,auc,pr_auc,loss,confusion_matrix,oracle_threshold_test_only,oracle_f1_label1_test_only
lgbm,33.10075640678406,0.51,0.9981925558521259,0.9986421782319731,0.9972643147703214,0.9979527709007808,0.9981674152882201,0.9981924250291664,0.9999785600640332,0.9999746620057931,0.005227250111239246,"[[53068, 57], [115, 41922]]",0.325,0.9980963259090044
