record_type,packet_id,timestamp_us,ts_sec,ts_usec,flow_id,direction,ip_version,src_ip,dst_ip,src_port,dst_port,protocol,pkt_len,ip_len,payload_len,ttl_or_hop_limit,tcp_seq,tcp_ack,tcp_flags,tcp_window,tcp_header_len,udp_len,icmp_type,icmp_code,l7_proto,flow_iat_us,direction_iat_us,packet_label
packet,0,1753970816065937,1753970816,65937,1613277897947305,1,4,185.239.63.199,84.84.114.55,8080,42736,6,40,40,0,64,69933607,0,0,2560,20,-1,-1,-1,2,0,2275482,1
packet,0,1753970816065937,1753970816,65937,1648811396980216,1,4,34.199.184.53,185.239.62.228,80,54444,6,40,40,0,64,1398035486,0,0,2560,20,-1,-1,-1,2,0,2750399,1
packet,0,1753970816065937,1753970816,65937,1658050388393562,1,4,135.236.108.251,185.41.139.82,8080,47570,6,40,40,0,64,2470921076,0,0,2560,20,-1,-1,-1,2,0,2179438,1
packet,0,1753970816065937,1753970816,65937,1676768512850955,0,4,194.180.49.104,185.239.60.220,52679,3392,6,40,40,0,64,2049393597,0,0,2560,20,-1,-1,-1,1,973590,973590,1
packet,640688,1753970813811800,1753970813,811800,1676768512850955,0,4,194.180.49.104,185.239.60.220,52679,3392,6,101,83,43,121,2049393349,2992725072,24,1026,20,-1,-1,-1,0,22426,28181,1
packet,0,1753970816065937,1753970816,65937,1802859964700535,1,4,172.217.23.196,185.239.62.18,80,35565,6,40,40,0,64,1104586465,0,0,2560,20,-1,-1,-1,2,0,1442895,1
packet,768260,1753970814622724,1753970814,622724,1802859964700535,1,4,172.217.23.196,185.239.62.18,80,35565,6,1470,1452,1400,122,1104583665,743646011,16,1050,32,-1,-1,-1,2,8299,9208,1
packet,0,1753970816065937,1753970816,65937,1816235129022451,1,4,52.86.168.62,185.239.62.22,80,41602,6,40,40,0,64,3426117872,0,0,2560,20,-1,-1,-1,2,0,1195856,1
packet,0,1753970816065937,1753970816,65937,1855810725722552,1,4,2.23.77.188,185.41.138.39,80,33620,6,40,40,0,64,551482994,0,0,2560,20,-1,-1,-1,2,0,1733174,1
packet,0,1753970816065937,1753970816,65937,1942400400777228,1,4,18.239.69.114,185.239.62.240,80,60760,6,40,40,0,64,3414911601,0,0,2560,20,-1,-1,-1,2,0,1528974,1
packet,0,1753970816065937,1753970816,65937,1957369130437325,1,4,87.58.119.20,185.239.62.161,443,58454,6,40,40,0,64,3577886290,0,0,2560,20,-1,-1,-1,2,0,1072465,1
packet,0,1753970816065937,1753970816,65937,1964378872911562,1,4,23.220.112.56,185.239.62.240,80,48370,6,40,40,0,64,1233247478,0,0,2560,20,-1,-1,-1,2,0,1642064,1
packet,0,1753970816065937,1753970816,65937,1990528244587355,1,4,17.253.53.207,185.239.63.185,80,50416,6,40,40,0,64,1109585364,0,0,2560,20,-1,-1,-1,2,0,821640,1
packet,0,1753970816065937,1753970816,65937,1995228186773402,1,4,142.250.185.196,185.41.139.188,80,19458,6,40,40,0,64,2759617442,0,0,2560,20,-1,-1,-1,2,520799,525962,1
packet,0,1753970816065937,1753970816,65937,2069424256448284,0,4,109.205.213.44,185.239.60.111,59294,3390,6,40,40,0,64,2335844789,0,0,2560,20,-1,-1,-1,1,53708,53708,1
packet,918593,1753970815561010,1753970815,561010,2069424256448284,0,4,109.205.213.44,185.239.60.111,59294,3390,6,101,83,43,114,2335843661,3917816056,24,256,20,-1,-1,-1,0,1,1,1
packet,0,1753970816065937,1753970816,65937,2189263244229440,0,4,194.180.49.109,185.239.60.126,55238,30456,6,40,40,0,64,541375216,0,0,2560,20,-1,-1,-1,1,306302,390583,1
packet,924644,1753970815599133,1753970815,599133,2189263244229440,0,4,194.180.49.109,185.239.60.126,55238,30456,6,101,83,43,121,541374557,1321466772,24,1026,20,-1,-1,-1,0,4,4,1
packet,0,1753970816065937,1753970816,65937,2204190015499510,1,4,185.8.178.116,185.239.63.192,8080,51262,6,40,40,0,64,761041207,0,0,2560,20,-1,-1,-1,2,0,995663,1
packet,0,1753970816065937,1753970816,65937,2239526169819958,1,4,216.58.206.68,185.239.62.28,80,8049,6,40,40,0,64,0,0,0,2560,20,-1,-1,-1,2,666729,667107,1
packet,0,1753970816065937,1753970816,65937,2247994540936603,0,4,149.50.110.82,185.239.60.220,6639,3390,6,40,40,0,64,51193508,0,0,2560,20,-1,-1,-1,0,19790,66454,1
packet,969717,1753970815880628,1753970815,880628,2247994540936603,0,4,149.50.110.82,185.239.60.220,6639,3390,6,105,87,47,121,51193461,3826067482,24,1026,20,-1,-1,-1,0,23985,29546,1
packet,988762,1753970815999483,1753970815,999483,2247994540936603,0,4,149.50.110.82,185.239.60.220,6639,3390,6,814,796,756,121,51194059,3826068695,24,1021,20,-1,-1,-1,0,52592,118855,1
