epoch,train_loss_optim,best_epoch,best_score,train_accuracy,train_precision,train_recall,train_f1,train_auroc,train_auprc,train_tn,train_fp,train_fn,train_tp,train_loss,train_num_samples,train_positive_count,train_positive_rate,val_accuracy,val_precision,val_recall,val_f1,val_auroc,val_auprc,val_tn,val_fp,val_fn,val_tp,val_loss,val_num_samples,val_positive_count,val_positive_rate,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_auprc,test_tn,test_fp,test_fn,test_tp,test_loss,test_num_samples,test_positive_count,test_positive_rate
11,0.004473024805496006,9,0.6246246246246246,0.9801148917366328,0.6247394023627519,1.0,0.7690333618477331,0.9985505427802016,0.9475165612433311,25717,540,0,899,0.0598915130142995,27156,899,0.033105022831050226,0.9672472056147647,0.5157894736842106,0.7424242424242424,0.6086956521739131,0.9323035197194014,0.7406302388789192,3623,92,34,98,1.1330701352066195,3847,132,0.03431245126072264,0.9612676056338029,0.4529262086513995,0.6846153846153846,0.5451761102603369,0.9188522802791161,0.6546573433873539,7193,215,82,178,1.3260436871566788,7668,260,0.03390714658320292
12,0.003991518542225397,9,0.6246246246246246,0.9823611724849021,0.6523947750362845,1.0,0.7896354852876593,0.998507712949305,0.9480207377119693,25778,479,0,899,0.055133433853427866,27156,899,0.033105022831050226,0.9682869768650897,0.526595744680851,0.75,0.61875,0.9425404788123497,0.7376595885761894,3626,89,33,99,1.129174486859062,3847,132,0.03431245126072264,0.96452790818988,0.4842105263157895,0.7076923076923077,0.575,0.9332836642299385,0.6735867543742473,7212,196,76,184,1.3284733543868055,7668,260,0.03390714658320292
13,0.005136921463788639,9,0.6246246246246246,0.980078067462071,0.6243055555555556,1.0,0.7687045746045319,0.9983434683851242,0.9420846802839496,25716,541,0,899,0.0589914710301499,27156,899,0.033105022831050226,0.966467377177021,0.507537688442211,0.7651515151515151,0.6102719033232629,0.9429993066601411,0.7327075207328791,3617,98,31,101,1.147139183413926,3847,132,0.03431245126072264,0.9620500782472613,0.4617283950617284,0.7192307692307692,0.562406015037594,0.9284645497590962,0.6808180425752839,7190,218,73,187,1.2636172013465012,7668,260,0.03390714658320292
14,0.004756130826346247,9,0.6246246246246246,0.9728236853733981,0.5491753207086133,1.0,0.7089905362776026,0.9985886914080182,0.9467518523367014,25519,738,0,899,0.08071597424889784,27156,899,0.033105022831050226,0.9610085781128151,0.4594594594594595,0.7727272727272727,0.576271186440678,0.9593345976589585,0.7348067029488783,3595,120,30,102,1.0877858757926901,3847,132,0.03431245126072264,0.9548774126238915,0.40315315315315314,0.6884615384615385,0.5085227272727273,0.9433419172620037,0.6598900085603857,7143,265,81,179,1.354872505078029,7668,260,0.03390714658320292
15,0.004542118980317731,9,0.6246246246246246,0.9723449698040949,0.5448484848484848,1.0,0.7053746567281287,0.9985983079971513,0.950288826962151,25506,751,0,899,0.09442403941679804,27156,899,0.033105022831050226,0.9607486353002339,0.45701357466063347,0.7651515151515151,0.5722379603399433,0.9582833720787961,0.7405148584990527,3595,120,31,101,1.116227952478976,3847,132,0.03431245126072264,0.9544861763171623,0.40552016985138006,0.7346153846153847,0.5225718194254446,0.9458057297723874,0.6860743601462204,7128,280,69,191,1.2808845826678743,7668,260,0.03390714658320292
16,0.005038657910750907,9,0.6246246246246246,0.9748121961997349,0.5679090334807327,1.0,0.7244157937147462,0.998580536370978,0.950714559604064,25573,684,0,899,0.07896244058385903,27156,899,0.033105022831050226,0.9646477774889525,0.49029126213592233,0.7651515151515151,0.5976331360946746,0.9659651698682653,0.7342550125644837,3610,105,31,101,1.0869505081122655,3847,132,0.03431245126072264,0.9567031820552947,0.42139737991266374,0.7423076923076923,0.5376044568245125,0.9469684540621367,0.689044301087897,7143,265,67,193,1.2225103045395447,7668,260,0.03390714658320292
17,0.004133459676528934,17,0.6269592476489029,0.9829135366033289,0.6595744680851063,1.0,0.7948717948717948,0.9987338298854189,0.9541858854466836,25793,464,0,899,0.05342215769180702,27156,899,0.033105022831050226,0.9690668053028334,0.5347593582887701,0.7575757575757576,0.6269592476489029,0.9596731106488845,0.735513036434099,3628,87,32,100,1.2303829908665036,3847,132,0.03431245126072264,0.9634846113719353,0.4742268041237113,0.7076923076923077,0.5679012345679012,0.9382632081741153,0.6818814694753798,7204,204,76,184,1.3892732087243882,7668,260,0.03390714658320292
18,0.0044757602233413615,18,0.6339869281045751,0.9872956252761821,0.7226688102893891,1.0,0.8390107326178254,0.9988040902954507,0.9551683967577818,25912,345,0,899,0.040901752923458067,27156,899,0.033105022831050226,0.970886404990902,0.5574712643678161,0.7348484848484849,0.6339869281045751,0.9441443370447409,0.7376516444446776,3638,77,35,97,1.2498242549457994,3847,132,0.03431245126072264,0.9671361502347418,0.5120481927710844,0.6538461538461539,0.5743243243243243,0.9273002679016447,0.6514729493289321,7246,162,90,170,1.5675585382321522,7668,260,0.03390714658320292
19,0.0047562562443929455,18,0.6339869281045751,0.9743334806304316,0.5632832080200502,1.0,0.7206412825651303,0.998768314042046,0.9555089848111157,25560,697,0,899,0.0881289581160571,27156,899,0.033105022831050226,0.9576293215492592,0.4334763948497854,0.7651515151515151,0.5534246575342465,0.9471776989273625,0.7379144004201739,3583,132,31,101,1.1721686282207266,3847,132,0.03431245126072264,0.952529994783516,0.3864628820960699,0.6807692307692308,0.49303621169916434,0.9300480769230769,0.645403098083445,7127,281,83,177,1.4738383489710958,7668,260,0.03390714658320292
20,0.004053843007921637,20,0.6599326599326599,0.9893577846516424,0.7567340067340067,1.0,0.8615237182558697,0.998868440951368,0.9586571864152909,25968,289,0,899,0.035786371623515854,27156,899,0.033105022831050226,0.9737457759292956,0.593939393939394,0.7424242424242424,0.6599326599326599,0.9253578857212774,0.7330774349045678,3648,67,34,98,1.2069544999548323,3847,132,0.03431245126072264,0.9675273865414711,0.5166163141993958,0.6576923076923077,0.5786802030456852,0.9051568470676192,0.6379509643698816,7248,160,89,171,1.5785479059108978,7668,260,0.03390714658320292
21,0.004518455295866863,20,0.6599326599326599,0.9741493592576226,0.561524047470331,1.0,0.7192,0.9987458823947069,0.9564407423399157,25555,702,0,899,0.07912340045766061,27156,899,0.033105022831050226,0.9633480634260463,0.4790697674418605,0.7803030303030303,0.5936599423631124,0.9390554264040132,0.7404199927202698,3603,112,29,103,0.9550736880699487,3847,132,0.03431245126072264,0.9561815336463224,0.4194915254237288,0.7615384615384615,0.5409836065573771,0.9367643088552915,0.684007188809084,7134,274,62,198,1.1355981582131511,7668,260,0.03390714658320292
22,0.0037854362503077724,20,0.6599326599326599,0.9875165709235528,0.7261712439418416,1.0,0.8413664014974263,0.9989179219033831,0.9604512988767145,25918,339,0,899,0.038783089395892395,27156,899,0.033105022831050226,0.9727060046789706,0.5808383233532934,0.7348484848484849,0.6488294314381271,0.9481279823810107,0.7396336350516243,3645,70,35,97,1.2098129963164073,3847,132,0.03431245126072264,0.9681794470526864,0.5240963855421686,0.6692307692307692,0.5878378378378378,0.9440482742149858,0.6680902344447441,7250,158,86,174,1.4347487188557086,7668,260,0.03390714658320292
23,0.004056739519693321,20,0.6599326599326599,0.9832817793489468,0.6644493717664449,1.0,0.7984014209591475,0.9987116100572238,0.9550941316949334,25803,454,0,899,0.04694252224759915,27156,899,0.033105022831050226,0.9706264621783207,0.5513513513513514,0.7727272727272727,0.6435331230283912,0.9466872629389453,0.7456149745787987,3632,83,30,102,1.0228044088916046,3847,132,0.03431245126072264,0.9649191444966093,0.4883720930232558,0.7269230769230769,0.5842349304482226,0.9388940230935372,0.6585581766998448,7210,198,71,189,1.2154501124733363,7668,260,0.03390714658320292
24,0.0039979747272614295,20,0.6599326599326599,0.9875533951981146,0.7267582861762328,1.0,0.8417602996254682,0.9989274114010299,0.9609459424648009,25919,338,0,899,0.04115646477325323,27156,899,0.033105022831050226,0.9719261762412269,0.5697674418604651,0.7424242424242424,0.6447368421052632,0.9436161752110608,0.7407115172242481,3641,74,34,98,1.2514843064761625,3847,132,0.03431245126072264,0.9666145018257695,0.5058823529411764,0.6615384615384615,0.5733333333333334,0.9310545252533644,0.6420428477566856,7240,168,88,172,1.5881217324789574,7668,260,0.03390714658320292
25,0.0035591761954200762,20,0.6599326599326599,0.982029754013846,0.6481614996395098,1.0,0.7865266841644795,0.9989163544417182,0.9589039041276605,25769,488,0,899,0.0520291414141278,27156,899,0.033105022831050226,0.9690668053028334,0.5347593582887701,0.7575757575757576,0.6269592476489029,0.954529140666422,0.7352337476545081,3628,87,32,100,1.1900570895165286,3847,132,0.03431245126072264,0.9607459572248305,0.4475703324808184,0.6730769230769231,0.5376344086021505,0.9401932941518526,0.6529137288413713,7192,216,85,175,1.4185839510900147,7668,260,0.03390714658320292
26,0.0035280055150190485,20,0.6599326599326599,0.9838709677419355,0.6724008975317876,1.0,0.8041144901610018,0.9988140246132997,0.9577098204832912,25819,438,0,899,0.05881792174882923,27156,899,0.033105022831050226,0.967507148427346,0.5185185185185185,0.7424242424242424,0.6105919003115264,0.9435029976752723,0.7233966847238612,3624,91,34,98,1.2550553935102622,3847,132,0.03431245126072264,0.9647887323943662,0.48663101604278075,0.7,0.5741324921135647,0.9378003509719223,0.6737145131105354,7216,192,78,182,1.4296566574170546,7668,260,0.03390714658320292
27,0.003433087022367392,27,0.6666666666666666,0.9901679186920017,0.7710120068610634,1.0,0.8707021791767554,0.9989157825300297,0.9588038629307819,25990,267,0,899,0.03742913490731956,27156,899,0.033105022831050226,0.9745256043670393,0.6049382716049383,0.7424242424242424,0.6666666666666666,0.9411242301888333,0.7360169610163911,3651,64,34,98,1.347767750116029,3847,132,0.03431245126072264,0.9715701617110067,0.5695364238410596,0.6615384615384615,0.6120996441281139,0.9293302978069446,0.6586811258870366,7278,130,88,172,1.6042233498881118,7668,260,0.03390714658320292
28,0.0033737828506026205,27,0.6666666666666666,0.9797834732655767,0.6208563535911602,1.0,0.766084363016617,0.9988715335108689,0.9571119317093238,25708,549,0,899,0.056942212918698804,27156,899,0.033105022831050226,0.9690668053028334,0.5333333333333333,0.7878787878787878,0.636085626911315,0.9431634650679064,0.739969561212518,3624,91,28,104,1.0219589249313938,3847,132,0.03431245126072264,0.9620500782472613,0.46228710462287104,0.7307692307692307,0.5663189269746647,0.9382460749293904,0.6864088658704349,7187,221,70,190,1.2715574884596212,7668,260,0.03390714658320292
29,0.002463803956890465,27,0.6666666666666666,0.9914567683016644,0.7948717948717948,1.0,0.8857142857142857,0.9989706013244712,0.9601972207758609,26025,232,0,899,0.03319622831686176,27156,899,0.033105022831050226,0.9747855471796205,0.6143790849673203,0.7121212121212122,0.6596491228070176,0.9339787511725601,0.7368229518057434,3656,59,38,94,1.3768669299230831,3847,132,0.03431245126072264,0.9720918101199791,0.5798611111111112,0.6423076923076924,0.6094890510948905,0.9144477384116964,0.6517396904197921,7287,121,93,167,1.7300655696027136,7668,260,0.03390714658320292
30,0.003369168426346805,27,0.6666666666666666,0.9910517012814848,0.787215411558669,1.0,0.8809407153356198,0.9989811710997518,0.9614712357818336,26014,243,0,899,0.033227828723653235,27156,899,0.033105022831050226,0.9745256043670393,0.6075949367088608,0.7272727272727273,0.6620689655172414,0.9410222684448795,0.7485637605458221,3653,62,36,96,1.3670194458112568,3847,132,0.03431245126072264,0.9698748043818466,0.5481727574750831,0.6346153846153846,0.5882352941176471,0.9267569363681675,0.6532818642809648,7272,136,95,165,1.722081332305428,7668,260,0.03390714658320292
31,0.0026632841096956295,31,0.6805555555555556,0.991530416850788,0.7962798937112489,1.0,0.8865877712031558,0.998877294991583,0.9595578818581172,26027,230,0,899,0.033677472764328496,27156,899,0.033105022831050226,0.9760852612425266,0.6282051282051282,0.7424242424242424,0.6805555555555556,0.9171203964272605,0.7360872719533547,3657,58,34,98,1.297973008654867,3847,132,0.03431245126072264,0.9743088158581117,0.6060606060606061,0.6923076923076923,0.6463195691202872,0.9131946751952151,0.6761243645594466,7291,117,80,180,1.5104410686408154,7668,260,0.03390714658320292
32,0.0029819428179907823,31,0.6805555555555556,0.9851966416261599,0.6910069177555727,1.0,0.8172727272727273,0.9988890509540694,0.9596693795146286,25855,402,0,899,0.05490766899826699,27156,899,0.033105022831050226,0.9690668053028334,0.5347593582887701,0.7575757575757576,0.6269592476489029,0.9211754149842979,0.73658021436067,3628,87,32,100,1.267283027787391,3847,132,0.03431245126072264,0.9660928534167971,0.5,0.7230769230769231,0.5911949685534591,0.9212156296727031,0.6830843985131048,7220,188,72,188,1.4108963025564145,7668,260,0.03390714658320292
33,0.0035860241135402073,31,0.6805555555555556,0.9898365002209456,0.7651063829787234,1.0,0.866923818707811,0.9990552866182028,0.9621282604371492,25981,276,0,899,0.030432579654103547,27156,899,0.033105022831050226,0.9727060046789706,0.5808383233532934,0.7348484848484849,0.6488294314381271,0.956041233329255,0.74717065754742,3645,70,35,97,1.318926548380347,3847,132,0.03431245126072264,0.9677882107459572,0.5196374622356495,0.6615384615384615,0.5820642978003384,0.9393924447582654,0.6565901089304713,7249,159,88,172,1.5882057989186598,7668,260,0.03390714658320292
34,0.002558149543363912,31,0.6805555555555556,0.985712181470025,0.6985236985236986,1.0,0.8225068618481244,0.9990170320808143,0.964225177231386,25869,388,0,899,0.053590641250192,27156,899,0.033105022831050226,0.9703665193657396,0.5478723404255319,0.7803030303030303,0.64375,0.960464333781965,0.7503700574450947,3630,85,29,103,1.1573804206822278,3847,132,0.03431245126072264,0.9664840897235264,0.5040650406504065,0.7153846153846154,0.5914149443561209,0.9439800008307028,0.6729174754973886,7225,183,74,186,1.4269941638388643,7668,260,0.03390714658320292
35,0.002838924119740369,31,0.6805555555555556,0.991714538223597,0.7998220640569395,1.0,0.888779041028176,0.9990861698493836,0.9649822301162085,26032,225,0,899,0.0301394962180371,27156,899,0.033105022831050226,0.9750454899922018,0.6153846153846154,0.7272727272727273,0.6666666666666666,0.954282393246054,0.7568399179101138,3655,60,36,96,1.348261109862884,3847,132,0.03431245126072264,0.9720918101199791,0.5782312925170068,0.6538461538461539,0.6137184115523465,0.9416932318491443,0.6705667979017091,7284,124,90,170,1.5982869512836597,7668,260,0.03390714658320292
36,0.0024256056547699925,36,0.6810035842293907,0.9927456179113271,0.8202554744525548,1.0,0.9012531328320802,0.9990391036356087,0.9604920680380618,26060,197,0,899,0.027215232656156652,27156,899,0.033105022831050226,0.9768650896802703,0.6462585034013606,0.7196969696969697,0.6810035842293907,0.9475009176556956,0.7509308084573901,3663,52,37,95,1.4105632719190548,3847,132,0.03431245126072264,0.9760041731872717,0.6439393939393939,0.6538461538461539,0.648854961832061,0.9291870015783352,0.6642405186118775,7314,94,90,170,1.6920964570686885,7668,260,0.03390714658320292
37,0.0033873131873567532,36,0.6810035842293907,0.9865591397849462,0.7112341772151899,1.0,0.8312528895053167,0.9989903428686828,0.958434523428515,25892,365,0,899,0.041784171377533846,27156,899,0.033105022831050226,0.9716662334286457,0.5657142857142857,0.75,0.6449511400651465,0.9447652840654187,0.7365875739272925,3639,76,33,99,1.2565044641255574,3847,132,0.03431245126072264,0.9670057381324987,0.5098591549295775,0.6961538461538461,0.5886178861788618,0.9328605250041535,0.6600029045850887,7234,174,79,181,1.466280083423892,7668,260,0.03390714658320292
38,0.002401264368553079,36,0.6810035842293907,0.9845338046840477,0.6815769522365428,1.0,0.8106402164111812,0.9989856193017738,0.9599008102566123,25837,420,0,899,0.0666720098944337,27156,899,0.033105022831050226,0.970886404990902,0.5568181818181818,0.7424242424242424,0.6363636363636364,0.9247828214853786,0.7211222475839468,3637,78,34,98,1.3602584680251408,3847,132,0.03431245126072264,0.9642670839853938,0.48128342245989303,0.6923076923076923,0.5678233438485805,0.9077052874231599,0.6256506705443848,7214,194,80,180,1.6545198785360729,7668,260,0.03390714658320292
39,0.0032776688765169247,36,0.6810035842293907,0.980777728678745,0.6326530612244898,1.0,0.775,0.9990293175911604,0.9613794306902089,25735,522,0,899,0.05038446911510795,27156,899,0.033105022831050226,0.9680270340525085,0.5235602094240838,0.7575757575757576,0.6191950464396285,0.935449039520372,0.738321709972003,3624,91,32,100,1.1641938559474811,3847,132,0.03431245126072264,0.9608763693270735,0.45121951219512196,0.7115384615384616,0.5522388059701493,0.9284253509719222,0.6533022799311871,7183,225,75,185,1.4017854802832483,7668,260,0.03390714658320292
40,0.002674671701768597,36,0.6810035842293907,0.9920091324200914,0.8055555555555556,1.0,0.8923076923076924,0.9990348037069876,0.9611506364305462,26040,217,0,899,0.029204655047797217,27156,899,0.033105022831050226,0.9732258903041331,0.588957055214724,0.7272727272727273,0.6508474576271186,0.9242597577388965,0.7438999429484741,3648,67,36,96,1.434735260158643,3847,132,0.03431245126072264,0.9713093375065206,0.5680272108843537,0.6423076923076924,0.6028880866425993,0.9156257787838511,0.6654858756345248,7281,127,93,167,1.7221334970477042,7668,260,0.03390714658320292
41,0.0025247197903721257,36,0.6810035842293907,0.9921932537929002,0.8091809180918091,1.0,0.8945273631840795,0.9990322406953465,0.9629920714825582,26045,212,0,899,0.028560688378249766,27156,899,0.033105022831050226,0.9745256043670393,0.6103896103896104,0.7121212121212122,0.6573426573426573,0.9391482115910111,0.7419647382527171,3655,60,38,94,1.4336686574139565,3847,132,0.03431245126072264,0.9728742827334377,0.5921985815602837,0.6423076923076924,0.6162361623616236,0.9227965608905133,0.664808637042041,7293,115,93,167,1.6678304075267174,7668,260,0.03390714658320292
42,0.0026223261373822747,36,0.6810035842293907,0.9904625128884961,0.7763385146804835,1.0,0.8740884783665532,0.9991076059467463,0.9646038392594101,25998,259,0,899,0.035140783110464625,27156,899,0.033105022831050226,0.9724460618663894,0.5783132530120482,0.7272727272727273,0.6442953020134228,0.9484359068477508,0.7495038649560065,3645,70,36,96,1.3864549691562582,3847,132,0.03431245126072264,0.9697443922796035,0.5440251572327044,0.6653846153846154,0.5986159169550173,0.9324415392922412,0.6469643288205805,7263,145,87,173,1.6639347230968609,7668,260,0.03390714658320292
43,0.002103721932088792,36,0.6810035842293907,0.992414199440271,0.8135746606334842,1.0,0.8972055888223552,0.9991112704179357,0.963733524312516,26051,206,0,899,0.028899966870859124,27156,899,0.033105022831050226,0.9750454899922018,0.6168831168831169,0.7196969696969697,0.6643356643356644,0.9371059178596192,0.736579770079726,3656,59,37,95,1.567273461299955,3847,132,0.03431245126072264,0.9723526343244653,0.5882352941176471,0.6153846153846154,0.6015037593984962,0.9218197063465692,0.630590078275096,7296,112,100,160,1.8983220609301787,7668,260,0.03390714658320292
44,0.0028428839911820744,36,0.6810035842293907,0.9869273825305641,0.7169059011164274,1.0,0.8351137947050628,0.9990586969064195,0.9619189241174114,25902,355,0,899,0.043179264040316426,27156,899,0.033105022831050226,0.9706264621783207,0.5536723163841808,0.7424242424242424,0.6343042071197411,0.9333557649170032,0.7404643761551793,3636,79,34,98,1.3475240708746141,3847,132,0.03431245126072264,0.9675273865414711,0.516320474777448,0.6692307692307692,0.5829145728643216,0.9249753385113806,0.6420326042562844,7245,163,86,174,1.5812768724744712,7668,260,0.03390714658320292
45,0.003016840196126692,36,0.6810035842293907,0.9864854912358226,0.7101105845181674,1.0,0.8304849884526558,0.9990453523003537,0.9612748035603351,25890,367,0,899,0.04943921745229443,27156,899,0.033105022831050226,0.9711463478034832,0.559322033898305,0.75,0.6407766990291263,0.9342326359150048,0.7367804994947922,3637,78,33,99,1.390695253167047,3847,132,0.03431245126072264,0.9662232655190401,0.5014245014245015,0.676923076923077,0.5761047463175123,0.9248258120119621,0.6302946334213415,7233,175,84,176,1.6429406805313862,7668,260,0.03390714658320292
46,0.001987902928921951,36,0.6810035842293907,0.9916040653999116,0.7976929902395741,1.0,0.8874629812438302,0.9991400142757629,0.9680455292628696,26029,228,0,899,0.037502589334342515,27156,899,0.033105022831050226,0.9750454899922018,0.6139240506329114,0.7348484848484849,0.6689655172413793,0.9450161099555447,0.7438272130181661,3654,61,35,97,1.488918076753688,3847,132,0.03431245126072264,0.9730046948356808,0.5910652920962199,0.6615384615384615,0.6243194192377496,0.9333218246386442,0.6543251653011379,7289,119,88,172,1.7356177891591411,7668,260,0.03390714658320292
47,0.0025192968189164324,36,0.6810035842293907,0.9916777139490353,0.7991111111111111,1.0,0.8883399209486166,0.9990685041327821,0.9616790628431973,26031,226,0,899,0.02733137158474451,27156,899,0.033105022831050226,0.9755653756173642,0.625,0.7196969696969697,0.6690140845070423,0.9325900322199111,0.7337427434069282,3658,57,37,95,1.4046890730922619,3847,132,0.03431245126072264,0.9711789254042775,0.5656565656565656,0.6461538461538462,0.6032315978456014,0.9314545605582323,0.6374383977489045,7279,129,92,168,1.6999999264541372,7668,260,0.03390714658320292
48,0.003270254881748209,36,0.6810035842293907,0.986964206805126,0.7174780526735834,1.0,0.8355018587360595,0.9991306095057738,0.9677986523965902,25903,354,0,899,0.04285742931980044,27156,899,0.033105022831050226,0.9703665193657396,0.55,0.75,0.6346153846153846,0.9538235653982625,0.7343757831332419,3634,81,33,99,1.2815822890688218,3847,132,0.03431245126072264,0.9660928534167971,0.5,0.676923076923077,0.5751633986928104,0.9472041659744144,0.6623485174478282,7232,176,84,176,1.5568625315043767,7668,260,0.03390714658320292
49,0.002654472261391929,36,0.6810035842293907,0.989431433200766,0.7580101180438449,1.0,0.8623501199040767,0.9989557316205694,0.9603744086846474,25970,287,0,899,0.03519208541208105,27156,899,0.033105022831050226,0.9737457759292956,0.593939393939394,0.7424242424242424,0.6599326599326599,0.9644357437089603,0.7437101939693394,3648,67,34,98,1.2056880715994838,3847,132,0.03431245126072264,0.9715701617110067,0.5660377358490566,0.6923076923076923,0.6228373702422145,0.9509010529157667,0.6861869846300959,7270,138,80,180,1.4411342490449868,7668,260,0.03390714658320292
