model,fit_seconds,threshold,accuracy,precision_label1,recall_label1,f1_label1,macro_f1,weighted_f1,auc,pr_auc,loss,confusion_matrix,oracle_threshold_test_only,oracle_f1_label1_test_only
lgbm,30.748143672943115,0.578,0.998140013871083,0.998951082292362,0.9968361205604587,0.9978924808001429,0.9981139963503813,0.998139806699271,0.9999780204833557,0.9999736535677399,0.005387798843117728,"[[53081, 44], [133, 41904]]",0.311,0.9980724841158414
