epoch,train_loss_optim,best_epoch,best_score,train_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,train_weighted_precision,train_weighted_recall,train_weighted_f1,train_precision_label1,train_recall_label1,train_f1_label1,train_auc,train_per_class_f1,train_num_classes,train_num_samples,train_threshold,train_loss,train_positive_count,train_positive_rate,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_precision,val_weighted_recall,val_weighted_f1,val_precision_label1,val_recall_label1,val_f1_label1,val_auc,val_per_class_f1,val_num_classes,val_num_samples,val_threshold,val_loss,val_positive_count,val_positive_rate,test_accuracy,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_precision,test_weighted_recall,test_weighted_f1,test_precision_label1,test_recall_label1,test_f1_label1,test_auc,test_per_class_f1,test_num_classes,test_num_samples,test_threshold,test_loss,test_positive_count,test_positive_rate
11,0.004279460603127629,11,0.5722070844686649,0.9800044189129474,0.8120536524811297,0.9869742452915675,0.87830332125363,0.987374562047161,0.9800044189129474,0.9821879711809199,0.6243016759776536,0.9944382647385984,0.767052767052767,0.9960756055390367,"{'0': 0.989553875454493, '1': 0.767052767052767}",2,27156,0.5,0.08950288234515746,899,0.033105022831050226,0.9591889784247466,0.7196667137909097,0.8802306374648232,0.7753897439539994,0.9738000493499969,0.9591889784247466,0.9646290132381049,0.44680851063829785,0.7954545454545454,0.5722070844686649,0.8855469227945674,"{'0': 0.9785724034393339, '1': 0.5722070844686649}",2,3847,0.5,1.0304939549282892,132,0.03431245126072264,0.9582681272822118,0.7094725214029274,0.8355218890181093,0.7558423466900168,0.9703866925920597,0.9582681272822118,0.9630808857437277,0.4295774647887324,0.7038461538461539,0.5335276967930029,0.8688722690646287,"{'0': 0.9781569965870307, '1': 0.5335276967930029}",2,7668,0.5,1.3565675970759474,260,0.03390714658320292
12,0.004488091354054919,11,0.5722070844686649,0.973560170864634,0.7780294241038835,0.9847160625803562,0.850041877199899,0.9851936539175005,0.973560170864634,0.9771284994002702,0.5561762880198634,0.996662958843159,0.7139442231075698,0.9975131585229479,"{'0': 0.9861395312922281, '1': 0.7139442231075698}",2,27156,0.5,0.09872664874231289,899,0.033105022831050226,0.9508708084221471,0.6933927076038825,0.8795770626860802,0.7513815215150114,0.9721911467794166,0.9508708084221471,0.9588017522138702,0.3940520446096654,0.803030303030303,0.5286783042394015,0.9072984216322035,"{'0': 0.9740847387906212, '1': 0.5286783042394015}",2,3847,0.5,0.9792302447445663,132,0.03431245126072264,0.9504434011476265,0.6860339980551726,0.850028036218641,0.7389177303769863,0.9699880865925615,0.9504434011476265,0.9579825658838736,0.3814229249011858,0.7423076923076923,0.5039164490861618,0.8883652288586144,"{'0': 0.9739190116678106, '1': 0.5039164490861618}",2,7668,0.5,1.2349200478259883,260,0.03390714658320292
13,0.00588240615747052,11,0.5722070844686649,0.9672632199145677,0.7513075637197963,0.9803855260928777,0.8253474188217857,0.9833500861683986,0.9672632199145677,0.9723591792740414,0.5028121484814398,0.9944382647385984,0.6679118416137467,0.9964144738054491,"{'0': 0.9827829960298248, '1': 0.6679118416137467}",2,27156,0.5,0.11960030757177482,899,0.033105022831050226,0.9425526384195477,0.6742758423968053,0.886230066479057,0.7330606964955438,0.9715959043050905,0.9425526384195477,0.9533100004608331,0.3550488599348534,0.8257575757575758,0.49658314350797267,0.9059882132223989,"{'0': 0.9695382494831151, '1': 0.49658314350797267}",2,3847,0.5,0.9020032593827952,132,0.03431245126072264,0.9410537297861241,0.6622300525619689,0.8451684249875395,0.7147219055150723,0.96828528057153,0.9410537297861241,0.9515915804622874,0.33391003460207613,0.7423076923076923,0.4606205250596659,0.8849751827546104,"{'0': 0.9688232859704787, '1': 0.4606205250596659}",2,7668,0.5,1.1888856581399139,260,0.03390714658320292
14,0.006227646189615789,11,0.5722070844686649,0.9712402415672411,0.767562185513089,0.9840535134801491,0.8408017247801662,0.9845369857744397,0.9712402415672411,0.9753633743748387,0.5352028639618138,0.9977753058954394,0.6966990291262136,0.9963472212272606,"{'0': 0.9849044204341187, '1': 0.6966990291262136}",2,27156,0.5,0.10282729365137218,899,0.033105022831050226,0.9519105796724721,0.6983874174696783,0.8947285778375953,0.7589145829416557,0.9735687231869186,0.9519105796724721,0.9598165748900912,0.40293040293040294,0.8333333333333334,0.5432098765432098,0.9039377625514907,"{'0': 0.9746192893401016, '1': 0.5432098765432098}",2,3847,0.5,0.8598160176594659,132,0.03431245126072264,0.9478351591027647,0.6812845843866802,0.8635228027911613,0.7368626047376399,0.9706684707886505,0.9478351591027647,0.9565002130396953,0.37084870848708484,0.7730769230769231,0.5012468827930174,0.8920927479647781,"{'0': 0.9724783266822623, '1': 0.5012468827930174}",2,7668,0.5,1.0578626812312772,260,0.03390714658320292
15,0.005401594379509976,11,0.5722070844686649,0.9817719840919134,0.8228798741117079,0.9878882872613279,0.8868330506773628,0.9880917047201239,0.9817719840919134,0.9836232035952326,0.6459537572254336,0.9944382647385984,0.783180026281209,0.9944612047518828,"{'0': 0.9904860750735167, '1': 0.783180026281209}",2,27156,0.5,0.0784056650290742,899,0.033105022831050226,0.9589290356121654,0.7179716936137741,0.8727894693910845,0.7721894067733086,0.9731742228423392,0.9589290356121654,0.9642904949529307,0.44396551724137934,0.7803030303030303,0.5659340659340659,0.8740476773114728,"{'0': 0.9784447476125512, '1': 0.5659340659340659}",2,3847,0.5,1.0300104804278716,132,0.03431245126072264,0.9586593635889411,0.7107704818145735,0.8338687904967602,0.75643861682125,0.9703529205668706,0.9586593635889411,0.9633190945506698,0.4323040380047506,0.7,0.5345080763582967,0.8537490654593787,"{'0': 0.9783691572842034, '1': 0.5345080763582967}",2,7668,0.5,1.3516208344947083,260,0.03390714658320292
16,0.004602098032601819,16,0.5761772853185596,0.9812564442480484,0.8196454320454465,0.9876216916868146,0.8843104892844488,0.9878774536970713,0.9812564442480484,0.98320246104385,0.6394849785407726,0.9944382647385984,0.7784066173269482,0.9964219933850575,"{'0': 0.9902143612419494, '1': 0.7784066173269482}",2,27156,0.5,0.08063877890628168,899,0.033105022831050226,0.9602287496750714,0.7232046946248862,0.8771157061870386,0.7776563502823536,0.9737969605572597,0.9602287496750714,0.9653089340528953,0.45414847161572053,0.7878787878787878,0.5761772853185596,0.8635445980668054,"{'0': 0.9791354152461476, '1': 0.5761772853185596}",2,3847,0.5,1.0648207727061525,132,0.03431245126072264,0.9610067814293166,0.7209953683665938,0.8406504402724706,0.766339187358461,0.9714481538516072,0.9610067814293166,0.9651510122503707,0.45232273838630804,0.7115384615384616,0.5530642750373692,0.8387621490280778,"{'0': 0.9796140996795527, '1': 0.5530642750373692}",2,7668,0.5,1.3474222781596585,260,0.03390714658320292
17,0.0048034183075373734,16,0.5761772853185596,0.9722713212549713,0.7721310036179894,0.9829753116738655,0.8445575769981677,0.9847297877432654,0.9722713212549713,0.976126341038957,0.5444579780755177,0.9944382647385984,0.7036599763872491,0.9945890799690557,"{'0': 0.9854551776090862, '1': 0.7036599763872491}",2,27156,0.5,0.11444577747125424,899,0.033105022831050226,0.9420327527943853,0.6718807564495376,0.8786543089032994,0.7294867829025806,0.9709090551531487,0.9420327527943853,0.9528158767800986,0.35081967213114756,0.8106060606060606,0.4897025171624714,0.8821801460092173,"{'0': 0.9692710486426899, '1': 0.4897025171624714}",2,3847,0.5,0.9969091616147658,132,0.03431245126072264,0.9444444444444444,0.6701111396241171,0.8469232845987706,0.723019347626419,0.968851917024437,0.9444444444444444,0.9538750349156907,0.3496376811594203,0.7423076923076923,0.4753694581280788,0.8686606994517361,"{'0': 0.970669237124759, '1': 0.4753694581280788}",2,7668,0.5,1.2301656089647321,260,0.03390714658320292
18,0.004916034735191399,18,0.6,0.9836500220945648,0.8352370205396487,0.9888594568541984,0.8962749615975423,0.9889102297446124,0.9836500220945648,0.9851714783718761,0.6706676669167292,0.9944382647385984,0.8010752688172043,0.9948976792798048,"{'0': 0.9914746543778802, '1': 0.8010752688172043}",2,27156,0.5,0.0810949629441935,899,0.033105022831050226,0.9636080062386275,0.7371056550064339,0.8825186589991435,0.7904684095860566,0.9750294088806496,0.9636080062386275,0.9678659431308554,0.481651376146789,0.7954545454545454,0.6,0.8751396875892166,"{'0': 0.9809368191721133, '1': 0.6}",2,3847,0.5,1.050330791792193,132,0.03431245126072264,0.9627021387584768,0.7272004448552776,0.8266832114969265,0.7668319610778442,0.9708840157904352,0.9627021387584768,0.966046535645454,0.46578947368421053,0.6807692307692308,0.553125,0.861806882372487,"{'0': 0.9805389221556886, '1': 0.553125}",2,7668,0.5,1.4443225298666171,260,0.03390714658320292
19,0.0047297280915027315,18,0.6,0.9820665782884077,0.8248472496467696,0.987503496604518,0.8881936723368671,0.9881858163337025,0.9820665782884077,0.9838585499287639,0.6499272197962155,0.9933259176863182,0.7857457105147382,0.9942948419962634,"{'0': 0.9906416341589961, '1': 0.7857457105147382}",2,27156,0.5,0.08106756518687998,899,0.033105022831050226,0.9599688068624902,0.7228976085881704,0.8842876952567397,0.7791098444174005,0.9742814805671252,0.9599688068624902,0.9652683225675748,0.452991452991453,0.803030303030303,0.5792349726775956,0.8718646763734247,"{'0': 0.9789847161572053, '1': 0.5792349726775956}",2,3847,0.5,0.9774975385581159,132,0.03431245126072264,0.9573552425665102,0.7054991561829522,0.8313382621697956,0.7515368691538452,0.9698555887041963,0.9573552425665102,0.9623392381399075,0.4219114219114219,0.6961538461538461,0.525399129172714,0.8595408809602924,"{'0': 0.9776746091349764, '1': 0.525399129172714}",2,7668,0.5,1.3125330510922846,260,0.03390714658320292
20,0.005684551017641218,18,0.6,0.9805199587568125,0.8151355894995256,0.9872408408660811,0.8807567358884605,0.9875787159644221,0.9805199587568125,0.9826044674998647,0.6304654442877292,0.9944382647385984,0.771687526974536,0.9949564379103228,"{'0': 0.9898259448023848, '1': 0.771687526974536}",2,27156,0.5,0.08094940479459467,899,0.033105022831050226,0.9625682349883026,0.732762348555452,0.8819803009910681,0.7868009051863483,0.9747237035624763,0.9625682349883026,0.9670970239038983,0.47297297297297297,0.7954545454545454,0.5932203389830508,0.8722816999061953,"{'0': 0.9803814713896458, '1': 0.5932203389830508}",2,3847,0.5,0.9381785846545553,132,0.03431245126072264,0.9612676056338029,0.7229908253785883,0.8500633410865592,0.7705196307630795,0.9722156461664538,0.9612676056338029,0.9655513178430294,0.4556354916067146,0.7307692307692307,0.5612998522895125,0.8605390222628344,"{'0': 0.9797394092366464, '1': 0.5612998522895125}",2,7668,0.5,1.1889963915391086,260,0.03390714658320292
21,0.004427907925197151,18,0.6,0.9804094859331272,0.8143276694709842,0.9882579752131779,0.8804256033134616,0.9875977551225525,0.9804094859331272,0.982527379065293,0.6287719298245614,0.996662958843159,0.7710843373493976,0.9968810054698906,"{'0': 0.9897668692775256, '1': 0.7710843373493976}",2,27156,0.5,0.07946080946200812,899,0.033105022831050226,0.9607486353002339,0.7248855758021965,0.8737315959052163,0.7782250967717058,0.9736631272244716,0.9607486353002339,0.9656124430604498,0.4577777777777778,0.7803030303030303,0.5770308123249299,0.8763775031608141,"{'0': 0.9794193812184817, '1': 0.5770308123249299}",2,3847,0.5,1.0400266699948884,132,0.03431245126072264,0.9561815336463224,0.7024646319746736,0.8400087223791328,0.7512270407808568,0.9702685913882805,0.9561815336463224,0.9617176607524585,0.41517857142857145,0.7153846153846154,0.5254237288135594,0.8609634594617046,"{'0': 0.9770303527481542, '1': 0.5254237288135594}",2,7668,0.5,1.3403144027779328,260,0.03390714658320292
22,0.003743448817672176,18,0.6,0.9852334659007218,0.846545517279797,0.9891411551336721,0.9044753793672882,0.9896231820938495,0.9852334659007218,0.9864916218405475,0.6933229813664596,0.9933259176863182,0.8166438042981253,0.9956014060215861,"{'0': 0.9923069544364509, '1': 0.8166438042981253}",2,27156,0.5,0.07338392991166014,899,0.033105022831050226,0.9638679490512088,0.7380058395656183,0.8789999592153024,0.790252172170099,0.9748404717830226,0.9638679490512088,0.9679851231886751,0.48372093023255813,0.7878787878787878,0.5994236311239193,0.8698733635140095,"{'0': 0.9810807132162788, '1': 0.5994236311239193}",2,3847,0.5,1.0908828534222696,132,0.03431245126072264,0.9657016171100679,0.742614669260715,0.8375134989200863,0.7813310276785914,0.972586619538646,0.9657016171100679,0.9685034425708218,0.49591280653950953,0.7,0.580542264752791,0.8483123753945838,"{'0': 0.9821197906043919, '1': 0.580542264752791}",2,7668,0.5,1.4149577011624472,260,0.03390714658320292
23,0.004754856162638543,18,0.6,0.978494623655914,0.8033649811389102,0.9861935011090639,0.8712752618308451,0.9867989949739445,0.978494623655914,0.9809778351507327,0.6069246435845214,0.9944382647385984,0.7537942664418212,0.9968468814058081,"{'0': 0.988756257219869, '1': 0.7537942664418212}",2,27156,0.5,0.082796033708906,899,0.033105022831050226,0.9534702365479595,0.7000240185160924,0.8736163791345487,0.7564853213212066,0.9721540152821038,0.9534702365479595,0.9604728794881012,0.40784313725490196,0.7878787878787878,0.537467700258398,0.8886353440189241,"{'0': 0.9755029423840154, '1': 0.537467700258398}",2,3847,0.5,1.0192680730067607,132,0.03431245126072264,0.956964006259781,0.7050391155606983,0.8385581076590796,0.7530121422715028,0.9703247841990369,0.956964006259781,0.9622325676142428,0.42045454545454547,0.7115384615384616,0.5285714285714286,0.8657740073101844,"{'0': 0.9774528559715769, '1': 0.5285714285714286}",2,7668,0.5,1.240072114093814,260,0.03390714658320292
24,0.0044019439511620755,18,0.6,0.9841655619384299,0.838681101915185,0.9896631834138154,0.8990258399380722,0.989174490887586,0.9841655619384299,0.98560640901431,0.6775170325510976,0.9955506117908788,0.8063063063063063,0.9965326688877458,"{'0': 0.9917453735698379, '1': 0.8063063063063063}",2,27156,0.5,0.07432821654384175,899,0.033105022831050226,0.9623082921757213,0.7311631249590954,0.8745391329173294,0.7835739446797597,0.9741062561228299,0.9623082921757213,0.9667562007089447,0.4703196347031963,0.7803030303030303,0.5868945868945868,0.8717270280190873,"{'0': 0.9802533024649326, '1': 0.5868945868945868}",2,3847,0.5,1.1274275527628095,132,0.03431245126072264,0.9625717266562337,0.7262663863409232,0.8229045522512046,0.7649627058430379,0.9705693329093119,0.9625717266562337,0.9658600576810018,0.46419098143236076,0.6730769230769231,0.5494505494505495,0.8485065521681342,"{'0': 0.9804748622355263, '1': 0.5494505494505495}",2,7668,0.5,1.4852523619477351,260,0.03390714658320292
25,0.003517818420553264,25,0.6036585365853658,0.985528060097216,0.8485773248662032,0.9898306264470689,0.9061343636020958,0.9897938482879673,0.985528060097216,0.9867455890564806,0.6973478939157566,0.9944382647385984,0.8198074277854195,0.9962573251825892,"{'0': 0.9924612994187719, '1': 0.8198074277854195}",2,27156,0.5,0.0703755881064295,899,0.033105022831050226,0.9662074343644398,0.7480317106300203,0.8619448183041722,0.7930049402991993,0.9742903555331824,0.9662074343644398,0.9693574655153847,0.5051020408163265,0.75,0.6036585365853658,0.865094416574901,"{'0': 0.9823513440130328, '1': 0.6036585365853658}",2,3847,0.5,1.2059241604839899,132,0.03431245126072264,0.9667449139280125,0.7478195560147005,0.8250643794650274,0.7806009814575547,0.9720784351153533,0.9667449139280125,0.9689850716881696,0.5072463768115942,0.6730769230769231,0.5785123966942148,0.8537703522179764,"{'0': 0.9826895662208948, '1': 0.5785123966942148}",2,7668,0.5,1.5349392121442775,260,0.03390714658320292
26,0.004002330796576357,25,0.6036585365853658,0.9851229930770364,0.845610993425737,0.9896211584956656,0.9039710438012223,0.9895973705994304,0.9851229930770364,0.9864037921482858,0.691415313225058,0.9944382647385984,0.8156934306569343,0.9968222892032013,"{'0': 0.9922486569455103, '1': 0.8156934306569343}",2,27156,0.5,0.07089819469625172,899,0.033105022831050226,0.9628281778008838,0.7325663846005454,0.8638484440637872,0.7818186216904703,0.9734504736623885,0.9628281778008838,0.966909158089903,0.47393364928909953,0.7575757575757576,0.5830903790087464,0.8776601818997511,"{'0': 0.9805468643721943, '1': 0.5830903790087464}",2,3847,0.5,1.1636409201424915,132,0.03431245126072264,0.9621804903495045,0.7242602390750539,0.8208464861272636,0.7628619849330149,0.9703039248548242,0.9621804903495045,0.965526092574134,0.4603174603174603,0.6692307692307692,0.5454545454545454,0.8632076549260674,"{'0': 0.9802694244114846, '1': 0.5454545454545454}",2,7668,0.5,1.5590408738633548,260,0.03390714658320292
27,0.0034524028627971157,25,0.6036585365853658,0.9863750184121373,0.8549471491863211,0.9902686048909125,0.9107252873369993,0.9902157549103348,0.9863750184121373,0.9874644616950818,0.710087370929309,0.9944382647385984,0.8285449490268767,0.9973204242839127,"{'0': 0.992905625647122, '1': 0.8285449490268767}",2,27156,0.5,0.06546921872449045,899,0.033105022831050226,0.9654276059266961,0.7443678480881386,0.8651943390839757,0.7912662016723965,0.9742828298981681,0.9654276059266961,0.9688473944564476,0.4975124378109453,0.7575757575757576,0.6006006006006006,0.8665779599494271,"{'0': 0.9819318027441923, '1': 0.6006006006006006}",2,3847,0.5,1.2016025269116977,132,0.03431245126072264,0.9657016171100679,0.7418285088059418,0.8189576756936368,0.774432825535655,0.9712872094308189,0.9657016171100679,0.9680582783290131,0.4956772334293948,0.6615384615384615,0.5667215815485996,0.8524510923741485,"{'0': 0.9821440695227103, '1': 0.5667215815485996}",2,7668,0.5,1.6204897610580995,260,0.03390714658320292
