epoch,train_loss_optim,best_epoch,best_score,train_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,train_weighted_precision,train_weighted_recall,train_weighted_f1,train_precision_label1,train_recall_label1,train_f1_label1,train_auc,train_per_class_f1,train_num_classes,train_num_samples,train_threshold,train_loss,train_positive_count,train_positive_rate,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_precision,val_weighted_recall,val_weighted_f1,val_precision_label1,val_recall_label1,val_f1_label1,val_auc,val_per_class_f1,val_num_classes,val_num_samples,val_threshold,val_loss,val_positive_count,val_positive_rate,test_accuracy,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_precision,test_weighted_recall,test_weighted_f1,test_precision_label1,test_recall_label1,test_f1_label1,test_auc,test_per_class_f1,test_num_classes,test_num_samples,test_threshold,test_loss,test_positive_count,test_positive_rate
28,0.0033163660496073016,28,0.6066066066066066,0.9866327883340699,0.8570841967111866,0.9898647716930657,0.9120626348197454,0.9903212662428654,0.9866327883340699,0.9876794602212825,0.7144,0.9933259176863182,0.8310842252210331,0.9961633622103548,"{'0': 0.9930410444184575, '1': 0.8310842252210331}",2,27156,0.5,0.07244608782037594,899,0.033105022831050226,0.9659474915518586,0.746992546865235,0.8691168073738733,0.794405055782586,0.974718400802005,0.9659474915518586,0.9693158546901852,0.5024875621890548,0.7651515151515151,0.6066066066066066,0.8709317264162486,"{'0': 0.9822035049585655, '1': 0.6066066066066066}",2,3847,0.5,1.1965594002381816,132,0.03431245126072264,0.9663536776212832,0.7457479559123217,0.8285730603090214,0.7804544800805409,0.9721824330484011,0.9663536776212832,0.968777533371531,0.5028409090909091,0.6807692307692308,0.5784313725490197,0.863989034723376,"{'0': 0.9824775876120619, '1': 0.5784313725490197}",2,7668,0.5,1.5447013066479032,260,0.03390714658320292
29,0.0042586405570172285,28,0.6066066066066066,0.9843865075858006,0.8403449984865257,0.989240307674932,0.9000900341185576,0.9892485691240882,0.9843865075858006,0.9857855911335652,0.6808834729626809,0.9944382647385984,0.8083182640144665,0.9971398272818228,"{'0': 0.9918618042226488, '1': 0.8083182640144665}",2,27156,0.5,0.07147520081070001,899,0.033105022831050226,0.96412789186379,0.7393375715291165,0.8827878380031812,0.7923312710647127,0.9751863907850857,0.96412789186379,0.9682521891336163,0.4861111111111111,0.7954545454545454,0.603448275862069,0.8696735184958604,"{'0': 0.9812142662673564, '1': 0.603448275862069}",2,3847,0.5,1.1004192625664455,132,0.03431245126072264,0.9637454355764214,0.7326082696453067,0.8327899152683169,0.7726745924530282,0.9716372716817083,0.9637454355764214,0.9669525990883078,0.47619047619047616,0.6923076923076923,0.5642633228840125,0.873787173949161,"{'0': 0.9810858620220438, '1': 0.5642633228840125}",2,7668,0.5,1.4413024396934373,260,0.03390714658320292
30,0.003705947146579073,28,0.6066066066066066,0.9830240094270143,0.830713452699458,0.9901471266118854,0.8933548663845239,0.988719143155086,0.9830240094270143,0.9846696782102125,0.661504424778761,0.9977753058954394,0.7955654101995565,0.997085601580984,"{'0': 0.9911443225694911, '1': 0.7955654101995565}",2,27156,0.5,0.06866506115413172,899,0.033105022831050226,0.9633480634260463,0.7360049689628612,0.8823840694971247,0.7895443186196285,0.9749519644048067,0.9633480634260463,0.9676732710342151,0.4794520547945205,0.7954545454545454,0.5982905982905983,0.8780935193115542,"{'0': 0.9807980389486586, '1': 0.5982905982905983}",2,3847,0.5,1.081476590447788,132,0.03431245126072264,0.9603547209181011,0.7172656692982073,0.8310350556570859,0.7607244682109024,0.9705602087995195,0.9603547209181011,0.9644590550685633,0.44554455445544555,0.6923076923076923,0.5421686746987951,0.8707483593620202,"{'0': 0.9792802617230099, '1': 0.5421686746987951}",2,7668,0.5,1.425896341392132,260,0.03390714658320292
31,0.0037388464042979724,28,0.6066066066066066,0.9839446162910591,0.8372617076308049,0.9890117971824919,0.8977931922623474,0.9890443403659198,0.9839446162910591,0.985416640462254,0.6747169811320755,0.9944382647385984,0.8039568345323741,0.9963172276364843,"{'0': 0.9916295499923207, '1': 0.8039568345323741}",2,27156,0.5,0.07353767781471723,899,0.033105022831050226,0.9638679490512088,0.7377939439978709,0.8753466699294424,0.7890936556487032,0.9745735874080168,0.9638679490512088,0.9679104155747961,0.4835680751173709,0.7803030303030303,0.5971014492753624,0.8751366287368979,"{'0': 0.9810858620220438, '1': 0.5971014492753624}",2,3847,0.5,1.080638994465164,132,0.03431245126072264,0.9632237871674492,0.7303956238179741,0.8362311015118791,0.7721353798944965,0.9717320089139787,0.9632237871674492,0.9666526022224751,0.47150259067357514,0.7,0.5634674922600619,0.8717036675527496,"{'0': 0.9808032675289312, '1': 0.5634674922600619}",2,7668,0.5,1.4328312538758534,260,0.03390714658320292
32,0.003196683639076789,28,0.6066066066066066,0.9853439387244072,0.8474874830016118,0.9886611517716786,0.9049818870999192,0.989649500253285,0.9853439387244072,0.9865795849093917,0.6952455183164459,0.9922135706340378,0.8175985334555453,0.9960921486141754,"{'0': 0.9923652407442931, '1': 0.8175985334555453}",2,27156,0.5,0.07747842133483696,899,0.033105022831050226,0.9636080062386275,0.7371056550064339,0.8825186589991435,0.7904684095860566,0.9750294088806496,0.9636080062386275,0.9678659431308554,0.481651376146789,0.7954545454545454,0.6,0.8780139891512704,"{'0': 0.9809368191721133, '1': 0.6}",2,3847,0.5,1.0474315360824293,132,0.03431245126072264,0.9658320292123109,0.7435161113469158,0.8431477404884533,0.7838123786173744,0.9730242252842127,0.9658320292123109,0.9687294426384951,0.49731182795698925,0.7115384615384616,0.5854430379746836,0.8528293217311845,"{'0': 0.9821817192600653, '1': 0.5854430379746836}",2,7668,0.5,1.3725255446495896,260,0.03390714658320292
33,0.0033742194757369164,28,0.6066066066066066,0.9870010310796877,0.8599648865565674,0.9900551971034326,0.9141018301153603,0.990512080300176,0.9870010310796877,0.9879947004856452,0.7201612903225807,0.9933259176863182,0.8349696119682094,0.9957658835868252,"{'0': 0.9932340482625113, '1': 0.8349696119682094}",2,27156,0.5,0.07179269636445325,899,0.033105022831050226,0.9654276059266961,0.7443678480881386,0.8651943390839757,0.7912662016723965,0.9742828298981681,0.9654276059266961,0.9688473944564476,0.4975124378109453,0.7575757575757576,0.6006006006006006,0.8473112688119419,"{'0': 0.9819318027441923, '1': 0.6006006006006006}",2,3847,0.5,1.1833055172645164,132,0.03431245126072264,0.9662232655190401,0.7449095281699983,0.8247944010632996,0.7785629491223017,0.9718751801887862,0.9662232655190401,0.9685892901909922,0.501432664756447,0.6730769230769231,0.5747126436781609,0.8342436451237747,"{'0': 0.9824132545664426, '1': 0.5747126436781609}",2,7668,0.5,1.5894561976229935,260,0.03390714658320292
34,0.003979023963465449,34,0.6235294117647059,0.9858594785682722,0.8510424531395571,0.990002009316399,0.9079198163889401,0.989957127289145,0.9858594785682722,0.9870262026178667,0.7022780832678712,0.9944382647385984,0.8232044198895028,0.9956663285891918,"{'0': 0.9926352128883774, '1': 0.8232044198895028}",2,27156,0.5,0.0713071157186237,899,0.033105022831050226,0.9667273199896023,0.7512352823049443,0.8877870223092296,0.8030619590778928,0.9762740380683165,0.9667273199896023,0.9702741028322855,0.5096153846153846,0.803030303030303,0.6235294117647059,0.8674222031893634,"{'0': 0.9825945063910797, '1': 0.6235294117647059}",2,3847,0.5,1.0320879072301452,132,0.03431245126072264,0.9668753260302556,0.7490760869565217,0.8473988619371988,0.7891359440418924,0.9736619151300718,0.9668753260302556,0.9696020097312136,0.5081521739130435,0.7192307692307692,0.5955414012738853,0.8565786467851803,"{'0': 0.9827304868098994, '1': 0.5955414012738853}",2,7668,0.5,1.330353172557173,260,0.03390714658320292
35,0.003791054498663811,34,0.6235294117647059,0.9865223155103845,0.855929141300781,0.9908819060401627,0.9116118890367573,0.9903168416338353,0.9865223155103845,0.9875950328174868,0.7120127287191726,0.9955506117908788,0.8302411873840445,0.9965118682478147,"{'0': 0.99298259068947, '1': 0.8302411873840445}",2,27156,0.5,0.06838655743785606,899,0.033105022831050226,0.9646477774889525,0.7412512929284995,0.875750438435499,0.7919204067477362,0.9748169784202132,0.9646477774889525,0.9684916390917526,0.49047619047619045,0.7803030303030303,0.6023391812865497,0.8639402096333455,"{'0': 0.9815016322089227, '1': 0.6023391812865497}",2,3847,0.5,1.1833599200702076,132,0.03431245126072264,0.9657016171100679,0.7423798073186756,0.8319467519521515,0.7793083071104611,0.9721961471385534,0.9657016171100679,0.9683730694032365,0.49584487534626037,0.6884615384615385,0.5764895330112721,0.8536701486957967,"{'0': 0.98212708120965, '1': 0.5764895330112721}",2,7668,0.5,1.5569727342093853,260,0.03390714658320292
36,0.0035971044995134734,34,0.6235294117647059,0.9749226690234203,0.7845665238532851,0.9854206365987133,0.8557445664434598,0.985626634200848,0.9749226690234203,0.9781818036197607,0.5692503176620076,0.996662958843159,0.7246259603720178,0.9963525590696869,"{'0': 0.9868631725149019, '1': 0.7246259603720178}",2,27156,0.5,0.10800870221230735,899,0.033105022831050226,0.9537301793605407,0.7022844245244579,0.8847108364941474,0.7607707421505989,0.9730779741420367,0.9537301793605407,0.960878893676857,0.4115384615384615,0.8106060606060606,0.5459183673469388,0.8919358456707044,"{'0': 0.9756231169542591, '1': 0.5459183673469388}",2,3847,0.5,1.0682577351202274,132,0.03431245126072264,0.9533124673969744,0.6941586672231497,0.8478017527828543,0.7458444742358143,0.9703112259056929,0.9533124673969744,0.9599006542467802,0.39791666666666664,0.7346153846153847,0.5162162162162162,0.8799325573184914,"{'0': 0.9754727322554124, '1': 0.5162162162162162}",2,7668,0.5,1.3563993057672343,260,0.03390714658320292
37,0.004655741873282104,34,0.6235294117647059,0.9861908970393283,0.8533982635246824,0.9907105231708326,0.9097993144358165,0.9901492219662188,0.9861908970393283,0.9873127293315732,0.7069510268562401,0.9955506117908788,0.8267898383371824,0.9970481307744282,"{'0': 0.9928087905344507, '1': 0.8267898383371824}",2,27156,0.5,0.06573722551468489,899,0.033105022831050226,0.966467377177021,0.7494235449551492,0.8657326970920511,0.7951937303066132,0.9746387348917166,0.966467377177021,0.9696318987934442,0.5076142131979695,0.7575757575757576,0.60790273556231,0.8455422325543456,"{'0': 0.9824847250509166, '1': 0.60790273556231}",2,3847,0.5,1.2085815949773482,132,0.03431245126072264,0.9654407929055816,0.7409263382321889,0.8299561804286426,0.777630043286206,0.9719700068192046,0.9654407929055816,0.9681325604253146,0.4930747922437673,0.6846153846153846,0.573268921095008,0.8403511276790163,"{'0': 0.9819911654774041, '1': 0.573268921095008}",2,7668,0.5,1.5481702413968557,260,0.03390714658320292
38,0.004525236323745947,34,0.6235294117647059,0.9811827956989247,0.8191886495241054,0.9875836066047412,0.8839524903128619,0.9878471960301437,0.9811827956989247,0.9831425005304981,0.6385714285714286,0.9944382647385984,0.7777294475859069,0.9969173748168981,"{'0': 0.990175533039817, '1': 0.7777294475859069}",2,27156,0.5,0.08960356885187452,899,0.033105022831050226,0.9597088640499091,0.7208830906119572,0.873193237897141,0.774749897344868,0.9733802125441441,0.9597088640499091,0.9648554560666587,0.4497816593886463,0.7803030303030303,0.5706371191135734,0.8588961621599577,"{'0': 0.9788626755761626, '1': 0.5706371191135734}",2,3847,0.5,1.1734645352717463,132,0.03431245126072264,0.9565727699530516,0.7023235139677377,0.829077712244559,0.7483696389658283,0.9695057665086116,0.9565727699530516,0.9617368045997597,0.41570438799076215,0.6923076923076923,0.5194805194805194,0.8448691123940854,"{'0': 0.9772587584511371, '1': 0.5194805194805194}",2,7668,0.5,1.516422997748146,260,0.03390714658320292
39,0.00410342314996312,34,0.6235294117647059,0.9871483281779349,0.860809924371045,0.9912056292377862,0.9150751804823252,0.9906400931072711,0.9871483281779349,0.9881307378739098,0.7217741935483871,0.9955506117908788,0.8368396446937821,0.9970941167105689,"{'0': 0.9933107162708681, '1': 0.8368396446937821}",2,27156,0.5,0.06246219658598607,899,0.033105022831050226,0.9643878346763712,0.7397031108987631,0.8683092703617603,0.7886217109946678,0.974205110693453,0.9643878346763712,0.9681456622921432,0.48792270531400966,0.7651515151515151,0.5958702064896755,0.8657449325013256,"{'0': 0.9813732154996601, '1': 0.5958702064896755}",2,3847,0.5,1.1275299991207852,132,0.03431245126072264,0.9650495565988524,0.7389890934888712,0.8316092789499917,0.7768330426585988,0.9719591324609221,0.9650495565988524,0.9678826935596118,0.4890710382513661,0.6884615384615385,0.5718849840255591,0.8516346673035388,"{'0': 0.9817811012916383, '1': 0.5718849840255591}",2,7668,0.5,1.4755136381706488,260,0.03390714658320292
40,0.0033576114119878418,34,0.6235294117647059,0.9870378553542495,0.8602555130127176,0.9900742396444693,0.9143067471251751,0.9905313310326772,0.9870378553542495,0.988026286755556,0.7207425343018563,0.9933259176863182,0.8353601496725912,0.9951145397193303,"{'0': 0.993253344577759, '1': 0.8353601496725912}",2,27156,0.5,0.07895634830862634,899,0.033105022831050226,0.9636080062386275,0.7366630137550131,0.8752120804274236,0.7881614595297057,0.974493931587359,0.9636080062386275,0.9677172941078453,0.48130841121495327,0.7803030303030303,0.5953757225433526,0.8801704800358905,"{'0': 0.9809471965160588, '1': 0.5953757225433526}",2,3847,0.5,1.1334777558374898,132,0.03431245126072264,0.9643974960876369,0.7354602613131642,0.827560641302542,0.7730166180846215,0.9714630525113084,0.9643974960876369,0.967305854835872,0.4822888283378747,0.6807692307692308,0.5645933014354066,0.8704586517693969,"{'0': 0.9814399347338364, '1': 0.5645933014354066}",2,7668,0.5,1.5402728834319555,260,0.03390714658320292
41,0.003025071053782313,34,0.6235294117647059,0.988879069082339,0.8756023764060856,0.9904892357111995,0.9247213755953135,0.9915119225639597,0.988879069082339,0.9896161020190868,0.7514743049705139,0.9922135706340378,0.8552253116011506,0.995778147915257,"{'0': 0.9942174395894765, '1': 0.8552253116011506}",2,27156,0.5,0.07314250100767074,899,0.033105022831050226,0.9672472056147647,0.7532981361149111,0.8624831763122476,0.7970073873058947,0.9746609764319702,0.9672472056147647,0.9701465496677116,0.515625,0.75,0.6111111111111112,0.8643031934418206,"{'0': 0.9829036635006784, '1': 0.6111111111111112}",2,3847,0.5,1.2277493277613076,132,0.03431245126072264,0.9681794470526864,0.7561726551337213,0.8295179847150689,0.7877087010530874,0.9729095757053406,0.9681794470526864,0.9701704963013383,0.5236686390532544,0.6807692307692308,0.5919732441471572,0.8519970613889352,"{'0': 0.9834441579590175, '1': 0.5919732441471572}",2,7668,0.5,1.623753964786544,260,0.03390714658320292
42,0.0030538479993350988,34,0.6235294117647059,0.9868537339814406,0.8584965217158942,0.9910532889094927,0.9134389013471683,0.9904868781080162,0.9868537339814406,0.9878782362242076,0.7171474358974359,0.9955506117908788,0.8337214718211458,0.9962296827843101,"{'0': 0.9931563308731909, '1': 0.8337214718211458}",2,27156,0.5,0.06772214919670785,899,0.033105022831050226,0.9667273199896023,0.7510589742347666,0.8804804437375097,0.800825793758656,0.9757579224288859,0.9667273199896023,0.9701294589496218,0.5098039215686274,0.7878787878787878,0.6190476190476191,0.8764172682409559,"{'0': 0.9826039684696929, '1': 0.6190476190476191}",2,3847,0.5,1.1264561384298695,132,0.03431245126072264,0.9675273865414711,0.7524363705175514,0.8366028410034889,0.7877806707254382,0.9731470484588345,0.9675273865414711,0.9698452200598584,0.5156695156695157,0.6961538461538461,0.5924713584288053,0.8537020788336933,"{'0': 0.9830899830220713, '1': 0.5924713584288053}",2,7668,0.5,1.5408496683558555,260,0.03390714658320292
43,0.002974896705856353,34,0.6235294117647059,0.9843496833112387,0.8403225977944525,0.9881470031636883,0.8997241656489396,0.9891748489574238,0.9843496833112387,0.9857438825239379,0.6809160305343511,0.9922135706340378,0.8076052512449072,0.996154296350996,"{'0': 0.991843080052972, '1': 0.8076052512449072}",2,27156,0.5,0.08037919234989946,899,0.033105022831050226,0.9654276059266961,0.7448087540478845,0.8761542069415555,0.7947933398707359,0.9750672295159247,0.9654276059266961,0.9690757159478469,0.4975845410628019,0.7803030303030303,0.6076696165191741,0.8603246461927485,"{'0': 0.9819170632222978, '1': 0.6076696165191741}",2,3847,0.5,1.1653675452615495,132,0.03431245126072264,0.9651799687010955,0.7393790080608065,0.8261100265824888,0.7752584215961167,0.9716128593783295,0.9651799687010955,0.9678473304777151,0.49025069637883006,0.676923076923077,0.568659127625202,0.8379799904469181,"{'0': 0.9818577155670313, '1': 0.568659127625202}",2,7668,0.5,1.5271541576354877,260,0.03390714658320292
44,0.003433979025943566,34,0.6235294117647059,0.981661511268228,0.8220122343980871,0.988905421608425,0.8864799390382201,0.9881066941861003,0.981661511268228,0.9835447789243512,0.6441409058231489,0.996662958843159,0.7825327510917031,0.9970541040742862,"{'0': 0.9904271269847372, '1': 0.7825327510917031}",2,27156,0.5,0.08415376384704525,899,0.033105022831050226,0.9625682349883026,0.7322429410381711,0.8746737224193483,0.7844817927170868,0.9741824098811266,0.9625682349883026,0.9669478272203084,0.4724770642201835,0.7803030303030303,0.5885714285714285,0.8707390187201762,"{'0': 0.9803921568627451, '1': 0.5885714285714285}",2,3847,0.5,1.137275665587389,132,0.03431245126072264,0.9604851330203443,0.7176188811032828,0.8292469679348728,0.7604781357037373,0.9704601232680301,0.9604851330203443,0.9645098207071776,0.4463840399002494,0.6884615384615385,0.5416036308623298,0.8535489180096362,"{'0': 0.9793526405451448, '1': 0.5416036308623298}",2,7668,0.5,1.5339709284142569,260,0.03390714658320292
45,0.0036708225392644445,34,0.6235294117647059,0.9856017086463397,0.8491221353764106,0.9898687115291422,0.906529920951731,0.989829934163972,0.9856017086463397,0.9868078723614234,0.6984375,0.9944382647385984,0.8205598898577329,0.996288589688229,"{'0': 0.9924999520457292, '1': 0.8205598898577329}",2,27156,0.5,0.07270794919128028,899,0.033105022831050226,0.9643878346763712,0.7400879305940072,0.8756158489334802,0.790973085116045,0.9747351003245502,0.9643878346763712,0.9682975850231936,0.4881516587677725,0.7803030303030303,0.6005830903790087,0.8786930543660019,"{'0': 0.9813630798530812, '1': 0.6005830903790087}",2,3847,0.5,1.1113265862479065,132,0.03431245126072264,0.9660928534167971,0.7445934848070079,0.8358604003987373,0.782161661553819,0.9726000353287206,0.9660928534167971,0.9687554962737405,0.5,0.6961538461538461,0.5819935691318328,0.8681895352217976,"{'0': 0.9823297539758054, '1': 0.5819935691318328}",2,7668,0.5,1.4191098103503055,260,0.03390714658320292
46,0.0031414402316125227,34,0.6235294117647059,0.9881057593165414,0.8692488424927387,0.9895522113643258,0.9201844548380336,0.9910550863020658,0.9881057593165414,0.988938134889369,0.7388059701492538,0.9911012235817576,0.8465558194774346,0.9950771536404319,"{'0': 0.9938130901986324, '1': 0.8465558194774346}",2,27156,0.5,0.08041264499932352,899,0.033105022831050226,0.9654276059266961,0.7443678480881386,0.8651943390839757,0.7912662016723965,0.9742828298981681,0.9654276059266961,0.9688473944564476,0.4975124378109453,0.7575757575757576,0.6006006006006006,0.8678178147559035,"{'0': 0.9819318027441923, '1': 0.6006006006006006}",2,3847,0.5,1.2846652786232662,132,0.03431245126072264,0.9663536776212832,0.7451101365246909,0.8081616547599269,0.7726077971159084,0.9707734972208157,0.9663536776212832,0.9682697855098642,0.503030303030303,0.6384615384615384,0.5627118644067797,0.8409653285429474,"{'0': 0.9825037298250373, '1': 0.5627118644067797}",2,7668,0.5,1.7513096527131853,260,0.03390714658320292
47,0.003367655573360373,34,0.6235294117647059,0.9895419060244514,0.8811825846449217,0.9913691324349632,0.9286828466628827,0.991917479121512,0.9895419060244514,0.9902017826148342,0.762596071733561,0.9933259176863182,0.8628019323671497,0.9964463314046917,"{'0': 0.9945637609586157, '1': 0.8628019323671497}",2,27156,0.5,0.0668065003236356,899,0.033105022831050226,0.9682869768650897,0.7587827238317286,0.866674823606183,0.802284453850898,0.9752966374799931,0.9682869768650897,0.9710183658962452,0.5263157894736842,0.7575757575757576,0.6211180124223602,0.849223051511073,"{'0': 0.9834508952794357, '1': 0.6211180124223602}",2,3847,0.5,1.3118189132997082,132,0.03431245126072264,0.9701356285863328,0.7689659448769554,0.8175413274630337,0.7910159962191858,0.9729320298634277,0.9701356285863328,0.9713719804649059,0.5501618122977346,0.6538461538461539,0.5975395430579965,0.8303629651935538,"{'0': 0.9844924493803752, '1': 0.5975395430579965}",2,7668,0.5,1.718522189878657,260,0.03390714658320292
48,0.003250954995821102,34,0.6235294117647059,0.9884371777875975,0.8720263619872517,0.989723594233656,0.922088678618586,0.9912390858005613,0.9884371777875975,0.9892261583443559,0.7443609022556391,0.9911012235817576,0.8501908396946565,0.9954724928906081,"{'0': 0.9939865175425157, '1': 0.8501908396946565}",2,27156,0.5,0.0681017742956428,899,0.033105022831050226,0.9643878346763712,0.7395092484697499,0.8646559810759002,0.787425044639454,0.9739404310063586,0.9643878346763712,0.9680682573751447,0.4878048780487805,0.7575757575757576,0.5934718100890207,0.8852655083812553,"{'0': 0.9813782791898872, '1': 0.5934718100890207}",2,3847,0.5,1.239927917199091,132,0.03431245126072264,0.9660928534167971,0.7439257439257438,0.8173045771722878,0.7752300259710742,0.9713098359420738,0.9660928534167971,0.9683077914086664,0.5,0.6576923076923077,0.5681063122923588,0.8495379215816581,"{'0': 0.9823537396497896, '1': 0.5681063122923588}",2,7668,0.5,1.62226525359527,260,0.03390714658320292
49,0.0045412010992051015,34,0.6235294117647059,0.9854912358226543,0.848439873739945,0.9892744529209287,0.9058541584981525,0.9897486661158637,0.9854912358226543,0.9867092596670632,0.697111631537861,0.9933259176863182,0.8192660550458716,0.9981693954126666,"{'0': 0.9924422619504335, '1': 0.8192660550458716}",2,27156,0.5,0.06705519736385804,899,0.033105022831050226,0.9636080062386275,0.7362144362831743,0.8679055018557038,0.7858004187109049,0.9739591579494681,0.9636080062386275,0.9675649225944514,0.48095238095238096,0.7651515151515151,0.5906432748538012,0.9210754924752231,"{'0': 0.9809575625680087, '1': 0.5906432748538012}",2,3847,0.5,1.0754846188163603,132,0.03431245126072264,0.9651799687010955,0.7401228575346223,0.8409546851636485,0.7806827646306133,0.9726623531428835,0.9651799687010955,0.9681967721232632,0.49066666666666664,0.7076923076923077,0.5795275590551181,0.8858206824223294,"{'0': 0.9818379702061084, '1': 0.5795275590551181}",2,7668,0.5,1.3191537868093561,260,0.03390714658320292
50,0.0033241130004471368,34,0.6235294117647059,0.9847179260568567,0.842817911569362,0.9888745595591586,0.9017427857814887,0.9893762598657896,0.9847179260568567,0.9860578972662727,0.6858678955453149,0.9933259176863182,0.8114493412085416,0.9975481510455202,"{'0': 0.9920362303544358, '1': 0.8114493412085416}",2,27156,0.5,0.07749907673314067,899,0.033105022831050226,0.9656875487392773,0.7460175775885746,0.8762887964435744,0.7957614602739462,0.9751522228965711,0.9656875487392773,0.9692710570169731,0.5,0.7803030303030303,0.6094674556213018,0.9164250173334964,"{'0': 0.9820554649265906, '1': 0.6094674556213018}",2,3847,0.5,1.0198137522446946,132,0.03431245126072264,0.9649191444966093,0.739212826168751,0.8482420252533643,0.7823176030887444,0.9730992807073898,0.9649191444966093,0.9681692075289293,0.4883116883116883,0.7230769230769231,0.5829457364341085,0.8971922246220302,"{'0': 0.9816894697433803, '1': 0.5829457364341085}",2,7668,0.5,1.2470081105378437,260,0.03390714658320292
51,0.004005072518972003,34,0.6235294117647059,0.9888422448077773,0.875286094151621,0.9904701931701628,0.9245068528121956,0.9914909718085544,0.9888422448077773,0.9895839149297097,0.7508417508417509,0.9922135706340378,0.8548155246765692,0.9982494630490613,"{'0': 0.994198180947822, '1': 0.8548155246765692}",2,27156,0.5,0.06610956582793806,899,0.033105022831050226,0.966467377177021,0.7493280815569971,0.8620794078061911,0.7939970336349926,0.9743816239945285,0.966467377177021,0.9695542043483699,0.5076923076923077,0.75,0.6055045871559633,0.9331712141604469,"{'0': 0.982489480114022, '1': 0.6055045871559633}",2,3847,0.5,1.0805077947870907,132,0.03431245126072264,0.9680490349504434,0.7554073229669476,0.8350172370825719,0.7892048645376507,0.973229472187072,0.9680490349504434,0.9702013433866726,0.5217391304347826,0.6923076923076923,0.5950413223140496,0.9143984154344575,"{'0': 0.9833684067612518, '1': 0.5950413223140496}",2,7668,0.5,1.3864137203856866,260,0.03390714658320292
52,0.0032731581188255535,34,0.6235294117647059,0.9818824569155987,0.8234074990120566,0.989019676854645,0.887565997401103,0.9881991000338732,0.9818824569155987,0.9837254047816347,0.6469314079422382,0.996662958843159,0.7845884413309983,0.9983771476290045,"{'0': 0.9905435534712078, '1': 0.7845884413309983}",2,27156,0.5,0.08051398891995327,899,0.033105022831050226,0.9597088640499091,0.721236543692296,0.8768465271830009,0.7759298319187209,0.9736579096720087,0.9597088640499091,0.964931058131708,0.45021645021645024,0.7878787878787878,0.5730027548209367,0.9301449895999021,"{'0': 0.9788569090165052, '1': 0.5730027548209367}",2,3847,0.5,1.0552261182467673,132,0.03431245126072264,0.9591810119979134,0.7135001394945891,0.8397055158664231,0.760183429274923,0.970921258910268,0.9591810119979134,0.963824763749359,0.4373522458628842,0.7115384615384616,0.541727672035139,0.9079765637979731,"{'0': 0.9786391865147069, '1': 0.541727672035139}",2,7668,0.5,1.3881304792886873,260,0.03390714658320292
53,0.0032495319590956154,34,0.6235294117647059,0.9861908970393283,0.8533982635246824,0.9907105231708326,0.9097993144358165,0.9901492219662188,0.9861908970393283,0.9873127293315732,0.7069510268562401,0.9955506117908788,0.8267898383371824,0.9981462012164095,"{'0': 0.9928087905344507, '1': 0.8267898383371824}",2,27156,0.5,0.06908398339557309,899,0.033105022831050226,0.9656875487392773,0.7457475994513032,0.8689822178718545,0.7934278182764904,0.9746307938453814,0.9656875487392773,0.9691199942651513,0.5,0.7651515151515151,0.6047904191616766,0.9007269872343896,"{'0': 0.9820652173913044, '1': 0.6047904191616766}",2,3847,0.5,1.1935390046512793,132,0.03431245126072264,0.9655712050078247,0.7418582827071856,0.8355904219970094,0.7801638927681719,0.9724090278924464,0.9655712050078247,0.9683620563423041,0.49453551912568305,0.6961538461538461,0.5782747603833865,0.872185994351221,"{'0': 0.9820530251529572, '1': 0.5782747603833865}",2,7668,0.5,1.4937668994731519,260,0.03390714658320292
54,0.0038865894841472377,34,0.6235294117647059,0.9880689350419797,0.8684114667138074,0.9911445617785997,0.9201920062695925,0.991107547662687,0.9880689350419797,0.9889199714432946,0.7370156636438582,0.9944382647385984,0.8465909090909091,0.9966268224972097,"{'0': 0.9937931034482759, '1': 0.8465909090909091}",2,27156,0.5,0.05949011167553801,899,0.033105022831050226,0.9672472056147647,0.7534076490086585,0.8697897548839675,0.799374019059224,0.975169481517972,0.9672472056147647,0.9703003127302962,0.5153061224489796,0.7651515151515151,0.6158536585365854,0.902931400138668,"{'0': 0.9828943795818627, '1': 0.6158536585365854}",2,3847,0.5,1.1759550082138654,132,0.03431245126072264,0.9658320292123109,0.7427703601073612,0.8245919172620038,0.7770506735701616,0.971725674691247,0.9658320292123109,0.9682934641214772,0.4971590909090909,0.6730769230769231,0.5718954248366013,0.8731978941684666,"{'0': 0.9822059223037218, '1': 0.5718954248366013}",2,7668,0.5,1.5040936279002894,260,0.03390714658320292
