model,fit_seconds,threshold,accuracy,precision_label1,recall_label1,f1_label1,macro_f1,weighted_f1,auc,pr_auc,loss,confusion_matrix,oracle_threshold_test_only,oracle_f1_label1_test_only
extratrees,9.469011545181274,0.4243939393939394,0.9972047666085202,0.997143605246245,0.9965268691866689,0.9968351418237198,0.9971661124452258,0.9972046761812892,0.9999309473307129,0.9999141562286002,0.01151638361921781,"[[53005, 120], [146, 41891]]",0.4848787878787879,0.9970347611732343
logreg,43.347519874572754,0.44455555555555554,0.9854563796473382,0.9846450966834362,0.9823964602611984,0.9835194932006002,0.9852526847455993,0.9854546311932461,0.9980953993190873,0.997977583577919,0.049990058072198154,"[[52481, 644], [740, 41297]]",0.494959595959596,0.9838075548810363
